,artist,track,track_id,popularity,year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature
131,Young Thug,The London (feat. J. Cole & Travis Scott),spotify:track:7DcvwMAiqKJQD1rrdfxSDx,80,2019,0.796,0.586,4,-6.946,0,0.147,0.0247,0.0,0.132,0.179,97.981,audio_features,200107,4
132,Post Malone,Hollywood's Bleeding,spotify:track:7sWRlDoTDX8geTR8zzr2vt,81,2019,0.405,0.646,4,-3.206,0,0.0476,0.331,0.0,0.103,0.17,130.218,audio_features,156267,4
133,Post Malone,Saint-Tropez,spotify:track:05mDaV9Vb3wrzjF6OPZnhq,81,2019,0.617,0.684,0,-3.618,1,0.0439,0.0545,0.0,0.104,0.295,132.113,audio_features,150867,4
134,Luke Combs,Even Though I'm Leaving,spotify:track:5aZQrb2TXWEh9uZR4HEY3r,77,2019,0.554,0.755,2,-6.04,1,0.0319,0.225,0.0,0.301,0.624,77.962,audio_features,225253,4
135,K CAMP,Lottery (Renegade),spotify:track:4dZTZbmJBCCofAExHwefda,80,2019,0.915,0.556,1,-8.601,1,0.216,0.0145,0.000179,0.0733,0.67,148.964,audio_features,170947,4
136,YoungBoy Never Broke Again,Self Control,spotify:track:4vSoyDfL0uZyUoWu5NNNsQ,76,2019,0.82,0.697,6,-7.296,0,0.378,0.0349,0.0,0.197,0.629,154.992,audio_features,185866,4
137,Luke Combs,Beer Never Broke My Heart,spotify:track:3RzcoFkZ0AOp2nH71jP504,77,2019,0.54,0.863,1,-4.483,1,0.0481,0.0138,0.0,0.0874,0.64,77.0,audio_features,186733,4
138,Khalid,Up All Night,spotify:track:1mpD5Q8IM32I4bF6eCpU74,83,2019,0.665,0.712,1,-7.536,1,0.0527,0.00103,0.00342,0.102,0.669,93.989,audio_features,157220,4
139,Ed Sheeran,I Don't Care (with Justin Bieber),spotify:track:3HVWdVOQ0ZA45FuZGSfvns,88,2019,0.798,0.675,6,-5.041,1,0.0442,0.0912,0.0,0.0894,0.842,101.956,audio_features,219947,4
140,Don Toliver,HAD ENOUGH (feat. Quavo & Offset),spotify:track:7LGWmZaoS7jZJ5tEi9EcDi,79,2019,0.75,0.789,2,-4.578,1,0.108,0.253,0.0,0.129,0.673,147.957,audio_features,157133,4
141,DaBaby,Goin Baby,spotify:track:3WyRgi8CzQnhzO0xw79tTS,78,2019,0.755,0.772,6,-5.585,1,0.4,0.128,0.0,0.157,0.678,132.906,audio_features,141827,4
142,SHAED,Trampoline (with ZAYN),spotify:track:1iQDltZqI7BXnHrFy4Qo1k,86,2019,0.619,0.459,7,-5.782,0,0.0334,0.56,0.0,0.137,0.498,126.803,audio_features,184280,4
143,Kanye West,Follow God,spotify:track:2QpGZOhTCHHiKmpSO9FW4h,81,2019,0.529,0.9,1,-3.503,1,0.418,0.000248,1.21e-05,0.0426,0.434,180.291,audio_features,104591,4
144,Juice WRLD,Empty,spotify:track:41MCdlvXOl62B7Kv86Bb1v,78,2019,0.745,0.561,0,-4.869,1,0.0807,0.0758,0.0,0.133,0.449,77.557,audio_features,248431,4
145,JACKBOYS,WHAT TO DO? (feat. Don Toliver),spotify:track:4AO1XhrgJczQ9bNVxdfKQe,81,2019,0.643,0.594,9,-5.191,0,0.0312,0.0695,1.46e-05,0.115,0.195,118.037,audio_features,250142,4
146,Billie Eilish,xanny,spotify:track:4QIo4oxwzzafcBWkKjDpXY,82,2019,0.521,0.125,9,-17.832,1,0.239,0.751,0.00207,0.265,0.0528,111.554,audio_features,243725,4
147,JACKBOYS,GANG GANG,spotify:track:6uJONCdr2rC65BNmCnTBWK,81,2019,0.859,0.6,7,-4.63,0,0.301,0.071,0.0,0.353,0.568,123.017,audio_features,244761,4
148,Summer Walker,Playing Games (with Bryson Tiller) - Extended Version,spotify:track:2xyx0o4xNOLLjBSbOOdcbA,78,2019,0.726,0.408,11,-6.606,0,0.0614,0.603,0.0,0.225,0.459,115.918,audio_features,143227,4
149,Trippie Redd,Who Needs Love,spotify:track:2ktxr00GpTtbMNeBjNeY8D,77,2019,0.85,0.516,0,-7.664,0,0.0714,0.763,0.0,0.0896,0.874,108.963,audio_features,158532,4
150,Khalid,Talk (feat. Disclosure),spotify:track:6TqXcAFInzjp0bODyvrWEq,80,2019,0.901,0.4,0,-8.575,1,0.126,0.051,0.0,0.0599,0.346,135.984,audio_features,197573,4
151,Lil Nas X,Panini,spotify:track:6fTt0CH2t0mdeB2N9XFG5r,81,2019,0.703,0.594,5,-6.146,0,0.0752,0.342,0.0,0.123,0.475,153.848,audio_features,114893,4
152,iann dior,emotions,spotify:track:5ls62WNKHUUrdF3r1cv83T,79,2019,0.63,0.63,9,-6.211,1,0.0395,0.0131,0.0,0.142,0.163,80.512,audio_features,131213,4
153,Kygo,Higher Love,spotify:track:6oJ6le65B3SEqPwMRNXWjY,85,2019,0.693,0.678,8,-7.159,1,0.0324,0.0154,6.05e-06,0.101,0.404,103.952,audio_features,228267,4
154,YNW Melly,Mixed Personalities (feat. Kanye West),spotify:track:6vWEAOUSxohKxhp0K1BsxL,78,2019,0.661,0.44,2,-9.104,1,0.0803,0.457,0.0,0.128,0.352,149.937,audio_features,230400,4
155,Taylor Swift,ME! (feat. Brendon Urie of Panic! At The Disco),spotify:track:2Rk4JlNc2TPmZe2af99d45,83,2019,0.61,0.83,0,-4.105,1,0.0571,0.033,0.0,0.118,0.728,182.162,audio_features,193000,4
156,Jonas Brothers,Only Human,spotify:track:0DiDStADDVh3SvAsoJAFMk,84,2019,0.795,0.496,0,-5.883,1,0.0722,0.108,0.0,0.0645,0.874,94.01,audio_features,183000,4
157,Roddy Ricch,Bacc Seat (feat. Ty Dolla $ign),spotify:track:6In6SkveIw26thdYRhHTVX,78,2019,0.783,0.524,1,-6.828,1,0.115,0.0404,0.0,0.087,0.153,144.989,audio_features,172320,4
158,DaBaby,Baby Sitter (feat. Offset),spotify:track:7f1zjZG77S891Uv4O68yfk,77,2019,0.852,0.73,1,-5.803,1,0.0579,0.0219,0.0,0.336,0.394,92.506,audio_features,157693,4
159,Sam Hunt,Kinfolks,spotify:track:53F1MVa1BWUkTBbVqgVAfN,76,2019,0.565,0.805,0,-4.457,1,0.0489,0.0808,0.0,0.173,0.869,76.04,audio_features,181933,4
160,Ariana Grande,boyfriend (with Social House),spotify:track:0Ryd8975WihbObpp5cPW1t,82,2019,0.4,0.795,10,-3.731,0,0.461,0.119,0.0,0.159,0.702,190.097,audio_features,186107,4
161,Doja Cat,Juicy,spotify:track:7qvsl2pYzrsYgPeFBN5jxp,78,2019,0.786,0.658,0,-2.61,1,0.0661,0.0856,0.0,0.0689,0.458,170.037,audio_features,202333,4
162,Ariana Grande,"break up with your girlfriend, i'm bored",spotify:track:4kV4N9D1iKVxx1KLvtTpjS,82,2019,0.726,0.554,5,-5.29,0,0.0917,0.0421,0.0,0.106,0.335,169.999,audio_features,190440,4
163,Lil Tjay,Hold On,spotify:track:5qDsijQM75KTdv3RtSPx91,77,2019,0.691,0.602,9,-6.807,0,0.209,0.123,0.0,0.0637,0.685,151.987,audio_features,189480,4
164,Anuel AA,China,spotify:track:2ksOAxtIxY8yElEWw8RhgK,90,2019,0.786,0.808,7,-3.702,1,0.0882,0.0846,0.000289,0.0822,0.609,105.027,audio_features,301714,4
165,Calboy,Envy Me,spotify:track:7rvyVWja33WG9R97oeJAjx,77,2019,0.74,0.488,1,-7.664,0,0.27,0.234,0.0,0.241,0.584,149.042,audio_features,120133,4
166,The Chainsmokers,Call You Mine,spotify:track:2oejEp50ZzPuQTQ6v54Evp,83,2019,0.585,0.696,4,-5.6,0,0.0307,0.204,0.0,0.344,0.522,104.01,audio_features,217640,4
167,Harry Styles,"Sunflower, Vol. 6",spotify:track:6iYMfxznTBlcVOgRHab2W0,79,2019,0.566,0.846,7,-6.904,0,0.035,0.000564,0.000795,0.121,0.86,160.02,audio_features,221827,4
168,Harry Styles,Golden,spotify:track:45S5WTQEGOB1VHr1Q4FuPl,80,2019,0.448,0.838,4,-5.257,0,0.0557,0.21,0.000131,0.131,0.254,139.863,audio_features,208907,4
169,Billie Eilish,my strange addiction,spotify:track:3Tc57t9l2O8FwQZtQOvPXK,81,2019,0.939,0.305,8,-10.952,0,0.354,0.35,0.000169,0.105,0.563,100.029,audio_features,179889,4
170,Roddy Ricch,Tip Toe (feat. A Boogie Wit da Hoodie),spotify:track:6ztvsy3C6hPjVg9j4x1XKJ,77,2019,0.757,0.673,1,-8.513,1,0.141,0.095,0.0,0.338,0.574,92.958,audio_features,185806,3
171,Harry Styles,Cherry,spotify:track:2IOFZdYYkFxEHVz1w34PoL,79,2019,0.53,0.512,7,-9.261,1,0.0259,0.615,0.00453,0.129,0.411,95.946,audio_features,259187,4
172,Lizzo,Juice,spotify:track:0k664IuFwVP557Gnx7RhIl,80,2019,0.767,0.889,7,-2.988,1,0.0963,0.00611,0.0,0.402,0.843,119.93,audio_features,195145,4
173,Billie Eilish,listen before i go,spotify:track:0tMSssfxAL2oV8Vri0mFHE,81,2019,0.319,0.0561,0,-23.023,1,0.045,0.935,0.00384,0.388,0.082,79.764,audio_features,242652,3
174,SAINt JHN,Roses - Imanbek Remix,spotify:track:7fPuWrlpwDcHm5aHCH5D9t,74,2019,0.784,0.721,8,-5.457,1,0.0506,0.0149,0.00424,0.285,0.895,121.966,audio_features,176219,4
175,Katy Perry,Never Really Over,spotify:track:5PYQUBXc7NYeI1obMKSJK0,84,2019,0.77,0.882,8,-4.792,1,0.0602,0.194,0.0,0.316,0.385,99.991,audio_features,223523,4
176,YoungBoy Never Broke Again,Hot Now,spotify:track:3eeyKNIBrt5TH4y0y3QkOu,75,2019,0.739,0.637,4,-5.79,0,0.44,0.232,0.0,0.634,0.513,164.91,audio_features,128414,4
177,Post Malone,Die For Me (feat. Future & Halsey),spotify:track:2C6WXnmZ66tHhHlnvwePiK,79,2019,0.614,0.66,0,-2.848,1,0.0441,0.19,0.0,0.211,0.452,145.01,audio_features,245267,4
178,JayDaYoungan,23 Island,spotify:track:2DnyKpPcFpC460wLJeGzOs,75,2019,0.805,0.376,7,-10.912,1,0.336,0.546,1.17e-06,0.221,0.421,117.934,audio_features,242207,4
179,Tate McRae,stupid,spotify:track:4k3uABcX9iaGlt5pRJhumi,82,2019,0.673,0.579,0,-6.029,0,0.0392,0.0692,8.61e-05,0.186,0.262,96.009,audio_features,172916,4
180,Kehlani,Nights Like This (feat. Ty Dolla $ign),spotify:track:6ZRuF2n1CQxyxxAAWsKJOy,78,2019,0.61,0.725,8,-5.131,1,0.15,0.367,0.0,0.154,0.291,146.163,audio_features,201788,4
181,Taylor Swift,Lover (Remix) [feat. Shawn Mendes],spotify:track:3i9UVldZOE0aD0JnyfAZZ0,82,2019,0.448,0.603,7,-7.176,1,0.064,0.433,0.0,0.0862,0.422,205.272,audio_features,221307,3
182,Niall Horan,Nice To Meet Ya,spotify:track:3cphb8kdsjElYR7r5icK3H,83,2019,0.591,0.841,4,-4.351,0,0.0304,0.0119,0.0,0.395,0.392,109.034,audio_features,158805,4
183,Doja Cat,Cyber Sex,spotify:track:1ghvzmzpx2nnrbx7wtpMgo,78,2019,0.917,0.657,8,-5.716,1,0.0921,0.318,3.62e-06,0.0754,0.818,131.03,audio_features,165733,4
184,DaBaby,INTRO,spotify:track:77KMttn3Lic7ZQKDlPqp8v,76,2019,0.862,0.685,0,-7.699,0,0.242,0.0342,0.0,0.204,0.672,100.024,audio_features,172800,4
185,Natanael Cano,Amor Tumbado,spotify:track:5aJ1M43pinROpwaPnO8KRj,78,2019,0.535,0.714,6,-5.753,0,0.0329,0.332,2.91e-06,0.0806,0.458,100.059,audio_features,221554,3
186,Dreamville,Under The Sun (with J. Cole & Lute feat. DaBaby),spotify:track:6MF4tRr5lU8qok8IKaFOBE,76,2019,0.691,0.64,0,-6.441,1,0.369,0.511,0.0,0.409,0.163,138.672,audio_features,202040,4
187,NLE Choppa,Shotta Flow (Feat. Blueface) [Remix],spotify:track:67XyC1GdSkKb9sbRRkUDXS,77,2019,0.894,0.511,2,-4.768,1,0.42,0.0251,0.0,0.14,0.568,120.08,audio_features,176632,4
188,Megan Thee Stallion,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),spotify:track:5N1o6d8zGcSZSeMFkOUQOk,77,2019,0.872,0.814,0,-4.568,1,0.155,0.00485,1.96e-06,0.214,0.57,98.985,audio_features,199427,4
189,Juice WRLD,Fast,spotify:track:6MjNilJCVKJq0LfFvo5jWJ,78,2019,0.623,0.608,1,-5.937,0,0.0434,0.426,0.0,0.105,0.263,84.98,audio_features,208518,4
190,Idina Menzel,Show Yourself,spotify:track:50WeOnXhM1H7AZEeIDoWfZ,79,2019,0.321,0.429,6,-7.073,1,0.0302,0.724,9.1e-05,0.0606,0.174,123.421,audio_features,260907,4
191,Kane Brown,Homesick,spotify:track:30RZAuEkYeDXvy46Iv6l7E,75,2019,0.701,0.5,8,-8.82,1,0.0303,0.46,0.0,0.234,0.409,97.028,audio_features,205400,4
192,Juice WRLD,Feeling,spotify:track:2Jh3UqxnHJMyzMzku4uOtE,76,2019,0.712,0.515,10,-6.004,0,0.0857,0.234,0.0,0.205,0.563,160.0,audio_features,201920,4
193,NAV,Tap (feat. Meek Mill),spotify:track:5rU6kDNXZLXIinFezpbWbO,77,2019,0.901,0.676,2,-7.033,1,0.251,0.0646,0.0,0.0863,0.452,85.018,audio_features,148278,4
194,Taylor Swift,The Man,spotify:track:3RauEVgRgj1IuWdJ9fDs70,80,2019,0.777,0.658,0,-5.191,1,0.054,0.0767,0.0,0.0901,0.633,110.048,audio_features,190360,4
195,The Chainsmokers,Takeaway,spotify:track:3g0mEQx3NTanacLseoP0Gw,84,2019,0.528,0.511,3,-8.144,1,0.0324,0.126,0.0,0.101,0.351,100.1,audio_features,209880,4
196,Regard,Ride It,spotify:track:2tnVG71enUj33Ic2nFN6kZ,91,2019,0.88,0.751,7,-4.258,0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,audio_features,157606,4
197,Tory Lanez,Jerry Sprunger (with T-Pain),spotify:track:6JsHgIkMYHcbNtKfsal2Mg,78,2019,0.76,0.746,0,-5.331,0,0.227,0.137,0.0,0.0905,0.449,100.011,audio_features,233546,4
198,DaniLeigh,Easy - Remix,spotify:track:4CMrdHWqic0usIZfTrKoI3,77,2019,0.799,0.301,7,-11.361,1,0.185,0.195,0.0,0.0816,0.511,100.026,audio_features,186587,4
199,Post Malone,On The Road (feat. Meek Mill & Lil Baby),spotify:track:12Fkyg9lpmaz2zmKOfw2Y2,78,2019,0.442,0.737,7,-5.046,1,0.109,0.0589,0.0,0.102,0.21,112.93,audio_features,218320,5
200,MAX,Love Me Less (feat. Quinn XCII),spotify:track:2tOOcDDYkh0PSjr6GwPEAJ,77,2019,0.732,0.856,11,-2.2,0,0.0929,0.0828,0.0,0.323,0.771,145.034,audio_features,177670,4
201,Tainy,Adicto (with Anuel AA & Ozuna),spotify:track:3jbT1Y5MoPwEIpZndDDwVq,88,2019,0.734,0.836,10,-4.803,0,0.0735,0.017,1.64e-05,0.179,0.623,80.002,audio_features,270741,4
202,Shawn Mendes,If I Can't Have You,spotify:track:6LsAAHotRLMOHfCsSfYCsz,82,2019,0.692,0.809,2,-4.198,1,0.0602,0.524,0.0,0.147,0.864,123.911,audio_features,190800,4
203,Wale,On Chill (feat. Jeremih),spotify:track:5z51HY4ei5QhTjcvwq5Msw,75,2019,0.597,0.733,1,-6.017,1,0.41,0.134,0.0,0.159,0.639,171.016,audio_features,214035,4
204,Dimelo Flow,Sigues Con El,spotify:track:7sQKy5vlPQllr0k9IjYJv3,91,2019,0.883,0.668,9,-2.957,1,0.113,0.11,0.000529,0.0734,0.676,87.972,audio_features,226533,4
205,Kehlani,All Me (feat. Keyshia Cole),spotify:track:3ucRKbRlikYHyoI17gfR0c,77,2019,0.42,0.731,3,-2.657,0,0.0548,0.233,0.0,0.196,0.588,95.575,audio_features,178348,4
206,Sub Urban,Cradles,spotify:track:1y4jsQt7MjnZhiD1L6qFBC,76,2019,0.534,0.589,1,-1.865,1,0.325,0.256,6.02e-05,0.176,0.632,78.616,audio_features,209829,4
207,Machine Gun Kelly,I Think I'm OKAY (with YUNGBLUD & Travis Barker),spotify:track:2gTdDMpNxIRFSiu7HutMCg,78,2019,0.628,0.744,7,-4.718,1,0.0379,0.0257,0.0,0.313,0.277,119.921,audio_features,169397,4
208,Juice WRLD,Hear Me Calling,spotify:track:13ZyrkCDmRz5xY3seuAWYk,77,2019,0.699,0.687,7,-3.997,0,0.106,0.308,3.63e-05,0.121,0.499,88.932,audio_features,189977,4
209,BTS,Boy With Luv (feat. Halsey),spotify:track:5KawlOMHjWeUjQtnuRs22c,84,2019,0.645,0.862,11,-4.757,0,0.0965,0.0923,0.0,0.192,0.798,119.991,audio_features,229773,4
210,Wallows,Are You Bored Yet? (feat. Clairo),spotify:track:57RA3JGafJm5zRtKJiKPIm,77,2019,0.682,0.683,8,-6.444,0,0.0287,0.156,2.32e-05,0.273,0.64,120.023,audio_features,178000,4
211,Luke Combs,Better Together,spotify:track:1tSGw3h54aHModEHHL1HGK,74,2019,0.552,0.225,0,-11.501,1,0.0477,0.826,0.0,0.111,0.67,138.002,audio_features,219573,4
212,Marshmello,Here With Me,spotify:track:5icOoE6VgqFKohjWWNp0Ac,82,2019,0.791,0.565,5,-3.933,0,0.0439,0.0623,0.0,0.156,0.181,99.961,audio_features,156347,4
213,Lil Mosey,G Walk (with Chris Brown),spotify:track:7BxpObs6K7Yio5lVb3sMYX,77,2019,0.747,0.704,0,-6.81,1,0.0674,0.261,0.0,0.11,0.653,90.041,audio_features,141467,4
214,JACKBOYS,GATTI,spotify:track:40mjsnRjCpycdUw3xhS20g,79,2019,0.594,0.676,2,-5.808,1,0.344,0.135,0.0,0.163,0.472,143.477,audio_features,181145,4
215,Kaash Paige,Love Songs - Bonus,spotify:track:6qL5UWxRSQYml9O99ozoLv,78,2019,0.641,0.355,5,-10.599,1,0.0906,0.831,0.000855,0.11,0.453,120.032,audio_features,148640,4
216,Normani,Motivation,spotify:track:0rIAC4PXANcKmitJfoqmVm,80,2019,0.599,0.887,4,-3.967,1,0.0984,0.0192,1.21e-06,0.3,0.881,170.918,audio_features,193837,4
217,Sam Fischer,This City,spotify:track:3H3r2nKWa3Yk5gt8xgmsEt,79,2019,0.602,0.377,11,-6.213,1,0.0446,0.731,0.0,0.0808,0.518,73.877,audio_features,194853,4
218,Taylor Swift,I Forgot That You Existed,spotify:track:43rA71bccXFGD4C8GOpIlN,78,2019,0.664,0.316,5,-10.345,1,0.519,0.298,2.03e-06,0.0812,0.541,92.875,audio_features,170640,4
219,Roddy Ricch,Boom Boom Room,spotify:track:3aBL75wBGHJnskegE9jyhb,76,2019,0.828,0.543,2,-7.678,0,0.0865,0.452,0.0,0.15,0.231,125.989,audio_features,167558,4
220,Lauv,i'm so tired...,spotify:track:7COXchtUOMd6uIT6HvmRaI,81,2019,0.599,0.733,11,-7.058,1,0.203,0.176,0.0,0.242,0.534,102.211,audio_features,162583,4
221,Ryan Hurd,To a T,spotify:track:64wjSAPLRnrjNByQCxnX3u,74,2019,0.687,0.641,11,-5.814,1,0.03,0.17,0.0,0.111,0.663,120.04,audio_features,178813,4
222,PUBLIC,Make You Mine,spotify:track:5iFwAOB2TFkPJk8sMlxP8g,80,2019,0.606,0.799,9,-4.452,1,0.0261,0.0128,0.0,0.15,0.638,103.014,audio_features,232907,4
223,Lil Peep,Star Shopping,spotify:track:30bqVoKjX479ab90a8Pafp,80,2019,0.585,0.471,4,-9.934,0,0.0616,0.0967,0.0184,0.115,0.323,93.099,audio_features,142000,4
224,A Boogie Wit da Hoodie,Reply (feat. Lil Uzi Vert),spotify:track:364spZLB5bhNlnPrzvUB41,75,2019,0.512,0.623,9,-6.553,0,0.0808,0.0187,0.0,0.13,0.219,112.15,audio_features,183589,5
225,Quality Control,Baby,spotify:track:2nKYHpmwjLaEOXS3o7QMiz,74,2019,0.97,0.463,10,-7.259,1,0.366,0.0957,0.0,0.151,0.46,108.003,audio_features,142417,4
226,Lil Skies,Magic,spotify:track:5NqOsPI4rA9Bl6LcCftzI2,76,2019,0.647,0.706,6,-6.023,0,0.137,0.264,0.0,0.114,0.577,153.973,audio_features,182338,4
227,Pop Smoke,Dior,spotify:track:79s5XnCN4TJKTVMSmOx8Ep,78,2019,0.548,0.805,7,-5.732,1,0.351,0.212,0.000389,0.408,0.648,142.094,audio_features,216387,4
228,Harry Styles,To Be So Lonely,spotify:track:5JiH89mHrv9oWHlD0T326z,78,2019,0.758,0.436,0,-7.269,1,0.0418,0.618,1.61e-05,0.335,0.605,104.959,audio_features,192080,4
229,Doja Cat,Like That (feat. Gucci Mane),spotify:track:4EivmOT13NMpNSfTKn9p4s,77,2019,0.879,0.499,4,-6.027,0,0.18,0.24,0.0,0.0967,0.405,106.043,audio_features,163173,4
230,Billie Eilish,ilomilo,spotify:track:7qEKqBCD2vE5vIBsrUitpD,80,2019,0.855,0.423,5,-15.044,0,0.0585,0.724,0.469,0.0896,0.572,120.02,audio_features,156371,4
231,YNW Melly,Bang Bang,spotify:track:66FltlEV09mPJYAyfYm8De,75,2019,0.657,0.522,10,-7.632,1,0.397,0.156,0.0,0.0811,0.442,179.687,audio_features,260333,4
232,Lil Tjay,Brothers (feat. Lil Durk) - Remix,spotify:track:2wUwC1gBJIC05JH87v2hgN,74,2019,0.688,0.489,2,-7.627,0,0.173,0.619,0.0,0.153,0.559,85.404,audio_features,210120,5
233,Joji,Sanctuary,spotify:track:3xaugmCyXrVkrDTXbFkMW3,80,2019,0.552,0.65,1,-7.199,1,0.128,0.422,0.000275,0.372,0.316,167.788,audio_features,180019,4
234,Chris Brown,Heat (feat. Gunna),spotify:track:1GIYmwtBbPSHrqcSaukZck,76,2019,0.62,0.613,0,-5.83,1,0.0795,0.0607,0.0,0.117,0.483,82.43,audio_features,232733,4
235,Marshmello,Project Dreams,spotify:track:6GSkLS2y4ZnnZsuRAj975K,77,2019,0.78,0.828,8,-2.235,1,0.237,0.409,0.0,0.104,0.786,160.113,audio_features,167898,4
236,Billie Eilish,8,spotify:track:6X29iaaazwho3ab7GNue5r,80,2019,0.735,0.235,3,-13.239,1,0.315,0.698,0.00604,0.107,0.462,62.446,audio_features,173202,4
237,Bankrol Hayden,Brothers (feat. Luh Kel),spotify:track:4TnUqDwu2XGgtCnSL4UIaa,75,2019,0.889,0.478,8,-10.342,1,0.246,0.42,0.0,0.0685,0.779,121.02,audio_features,134380,4
238,Lady Antebellum,What If I Never Get Over You,spotify:track:0qkdE1C0ufnUISKwhg8Wh6,74,2019,0.576,0.724,0,-5.147,1,0.0274,0.016,0.0,0.107,0.34,93.029,audio_features,206598,4
239,Joyner Lucas,Isis,spotify:track:36TO60sxDduIsO3xH8IcUh,77,2019,0.918,0.837,1,-6.792,1,0.255,0.234,0.0,0.227,0.855,120.017,audio_features,236000,4
240,Harry Styles,She,spotify:track:6SQLk9HSNketfgs2AyIiMs,78,2019,0.535,0.521,0,-5.942,1,0.0272,0.000532,0.371,0.19,0.457,140.026,audio_features,362653,3
241,Panic! At The Disco,Into the Unknown - Panic! At The Disco Version,spotify:track:421eObjg0DTm2qajJl5OJm,78,2019,0.456,0.828,1,-6.225,1,0.077,0.0244,0.0,0.21,0.313,116.719,audio_features,189132,4
242,Kane Brown,Good as You,spotify:track:19kUPdKTp85q9RZNwaXM15,74,2019,0.634,0.516,8,-6.05,1,0.0373,0.4,0.0,0.142,0.769,153.831,audio_features,192053,4
243,Polo G,Heartless (feat. Mustard),spotify:track:028JxheELfIvvY4zBXuMjw,75,2019,0.776,0.64,7,-8.058,1,0.183,0.15,0.0,0.0983,0.326,160.038,audio_features,201627,4
244,Blake Shelton,God's Country,spotify:track:1dyxS3YzBbL0t8rEVwVQ1K,74,2019,0.538,0.752,10,-5.106,1,0.0396,0.0608,5.39e-06,0.118,0.217,139.984,audio_features,205107,4
245,Flo Milli,In The Party,spotify:track:2JF8KwK1hH7MWxKcFdTlcg,75,2019,0.904,0.564,9,-6.323,1,0.295,0.00944,0.0,0.123,0.418,135.06,audio_features,137362,4
246,Lil Tjay,Leaked,spotify:track:0W64NfLrIsRTAFObko6uJx,74,2019,0.51,0.619,7,-7.918,1,0.281,0.801,0.0,0.0811,0.321,97.018,audio_features,220240,4
247,Blueface,Daddy (feat. Rich The Kid),spotify:track:4hanO6Du5J7QEguNHYZHmw,77,2019,0.869,0.59,11,-8.214,1,0.257,0.07,0.0,0.236,0.479,107.934,audio_features,151147,4
248,Frank Ocean,In My Room,spotify:track:4S4Mfvv03M1cHgIOJcbUCL,76,2019,0.861,0.647,7,-7.425,1,0.0675,0.594,0.661,0.114,0.67,158.037,audio_features,133680,4
249,Gunna,Baby Birkin,spotify:track:0BOmhToQ03yOdpzYKMEnAg,74,2019,0.848,0.649,2,-6.083,1,0.315,0.232,0.0,0.101,0.629,118.04,audio_features,181948,4
250,Ingrid Andress,More Hearts Than Mine,spotify:track:0LcspVKJxhEQQSvVMiTPWz,73,2019,0.413,0.428,0,-7.414,1,0.0296,0.111,0.0,0.114,0.391,79.985,audio_features,214160,4
251,Post Malone,A Thousand Bad Times,spotify:track:2J0NXdHr6MYvKDSxB7k3V2,77,2019,0.632,0.732,6,-3.498,1,0.092,0.105,1.15e-05,0.111,0.317,159.0,audio_features,221173,4
252,The Chainsmokers,Who Do You Love,spotify:track:2fVHrSxsQbJUuj9MW9zG1e,80,2019,0.51,0.846,3,-4.595,1,0.0461,0.0101,0.0,0.208,0.475,139.927,audio_features,226733,4
253,Lil Nas X,Old Town Road,spotify:track:0F7FA14euOIX8KcbEturGH,83,2019,0.907,0.53,1,-6.112,1,0.127,0.0578,2.23e-06,0.101,0.507,135.998,audio_features,113000,4
254,NLE Choppa,"Camelot (feat. Yo Gotti, BlocBoy JB & Moneybagg Yo) - Remix",spotify:track:05JdgtCKkZ5CoOjM5KS4EG,74,2019,0.79,0.88,7,-1.983,1,0.376,0.324,0.0,0.0829,0.857,175.013,audio_features,198694,4
255,Zedd,Good Thing (with Kehlani),spotify:track:5aUSEPNd3m5xliFK4pn5mU,79,2019,0.693,0.564,1,-3.857,0,0.0378,0.399,0.0,0.0409,0.574,185.913,audio_features,210901,3
256,Florida Georgia Line,Blessings,spotify:track:7dnDBbHKyJNFXoeVwO8KBY,73,2019,0.466,0.672,4,-5.926,1,0.036,0.737,0.0,0.0858,0.334,89.081,audio_features,198520,4
257,Lil Tjay,Go In,spotify:track:4YrS33mjBWWchoLJTkAKwt,75,2019,0.799,0.698,9,-5.947,0,0.169,0.125,0.0,0.0778,0.799,121.998,audio_features,254963,4
258,Maren Morris,The Bones - with Hozier,spotify:track:1yTTMcUhL7rtz08Dsgb7Qb,76,2019,0.561,0.597,11,-6.0,0,0.0405,0.286,0.0,0.0979,0.355,76.826,audio_features,197299,4
259,Dreamville,"Costa Rica (with Bas & JID feat. Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask The Slump God)",spotify:track:5WnfnSpuNEGXyEt78PBA6d,74,2019,0.642,0.647,7,-6.312,0,0.428,0.517,0.0,0.0649,0.664,120.749,audio_features,217867,4
260,J Balvin,QUE PRETENDES,spotify:track:25ZAibhr3bdlMCLmubZDVt,84,2019,0.639,0.791,10,-4.443,0,0.253,0.0275,0.0,0.362,0.939,92.603,audio_features,222347,4
261,Blake Shelton,Nobody But You (Duet with Gwen Stefani),spotify:track:5M8goiFYynmNxhueYW6grR,74,2019,0.463,0.653,0,-5.515,1,0.0273,0.111,0.000136,0.172,0.233,143.912,audio_features,194867,4
